version,change,val_f1,test_f1,delta
mlp_v1,Base MLP architecture,0.9706810080854936,0.9702945025756154,0.0
mlp_v2,dropout 0.20->0.05; weight_decay 1e-4->1e-5,0.9705796283052198,0.9697710699294005,-0.0005234326462149053
